Bat species,Number of samples,Bat family,Continent,Country,Reference
Vespertilio sinensis,Not reported,Vespertilionidae,Asia,South Korea,Lee 2021 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.14324
Tadarida teniotis,3,Molossidae,Europe,Italy,Lelli 2013 Viruses https://doi.org/10.3390/v5112679
Rhinolophus hipposideros,6,Rhinolophidae,Europe,Italy,Lelli 2013 Viruses https://doi.org/10.3390/v5112679
Hypsugo savii,3,Vespertilionidae,Europe,Italy,Lelli 2013 Viruses https://doi.org/10.3390/v5112679
Nyctalus noctula,3,Vespertilionidae,Europe,Italy,Lelli 2013 Viruses https://doi.org/10.3390/v5112679
Pipistrellus kuhlii,96,Vespertilionidae,Europe,Italy,Lelli 2013 Viruses https://doi.org/10.3390/v5112679
Plecotus auritus,3,Vespertilionidae,Europe,Italy,Lelli 2013 Viruses https://doi.org/10.3390/v5112679
Vespertilio murinus,3,Vespertilionidae,Europe,Italy,Lelli 2013 Viruses https://doi.org/10.3390/v5112679
Eidolon helvum,79,Pteropodidae,Africa,Nigeria,Leopardi 2016 Virus Genes https://doi.org/10.1007/s11262-016-1331-0
Myotis nattereri,Not reported,Vespertilionidae,Europe,Italy,Leopardi 2020 Viruses https://doi.org/10.3390/v13010004
Pipistrellus kuhlii,Not reported,Vespertilionidae,Europe,Italy,Leopardi 2020 Viruses https://doi.org/10.3390/v13010004
Miniopterus schreibersii,1,Miniopteridae,Asia,China,Li 2005 Science https://doi.org/10.1126/science.1118391
Cynopterus sphinx,27,Pteropodidae,Asia,China,Li 2005 Science https://doi.org/10.1126/science.1118391
Rousettus leschenaultii,265,Pteropodidae,Asia,China,Li 2005 Science https://doi.org/10.1126/science.1118391
Rhinolophus ferrumequinum,8,Rhinolophidae,Asia,China,Li 2005 Science https://doi.org/10.1126/science.1118391
Rhinolophus macrotis,11,Rhinolophidae,Asia,China,Li 2005 Science https://doi.org/10.1126/science.1118391
Rhinolophus pearsonii,41,Rhinolophidae,Asia,China,Li 2005 Science https://doi.org/10.1126/science.1118391
Rhinolophus pusillus,23,Rhinolophidae,Asia,China,Li 2005 Science https://doi.org/10.1126/science.1118391
Myotis altarium,1,Vespertilionidae,Asia,China,Li 2005 Science https://doi.org/10.1126/science.1118391
Myotis ricketti,42,Vespertilionidae,Asia,China,Li 2005 Science https://doi.org/10.1126/science.1118391
Nyctalus plancyi,1,Vespertilionidae,Asia,China,Li 2005 Science https://doi.org/10.1126/science.1118391
Hipposideros pomona,Not reported,Hipposideridae,Asia,China,Li 2006 Journal of Southern Medical Universityhttps://europepmc.org/article/med/168640844
Hipposideros pratti,Not reported,Hipposideridae,Asia,China,Li 2006 Journal of Southern Medical Universityhttps://europepmc.org/article/med/168640844
Miniopterus schreibersii,Not reported,Miniopteridae,Asia,China,Li 2006 Journal of Southern Medical Universityhttps://europepmc.org/article/med/168640844
Cynopterus sphinx,Not reported,Pteropodidae,Asia,China,Li 2006 Journal of Southern Medical Universityhttps://europepmc.org/article/med/168640844
Rousettus leschenaultii,Not reported,Pteropodidae,Asia,China,Li 2006 Journal of Southern Medical Universityhttps://europepmc.org/article/med/168640844
Rhinolophus affinis,Not reported,Rhinolophidae,Asia,China,Li 2006 Journal of Southern Medical Universityhttps://europepmc.org/article/med/168640844
Rhinolophus pusillus,Not reported,Rhinolophidae,Asia,China,Li 2006 Journal of Southern Medical Universityhttps://europepmc.org/article/med/168640844
Rhinolophus sinicus,Not reported,Rhinolophidae,Asia,China,Li 2006 Journal of Southern Medical Universityhttps://europepmc.org/article/med/168640844
Scotophilus kuhlii,Not reported,Vespertilionidae,Asia,China,Li 2006 Journal of Southern Medical Universityhttps://europepmc.org/article/med/168640844
Hipposideros armiger,Not reported,Hipposideridae,Asia,China,Li 2021 bioRxiv https://doi.org/10.1101/2021.03.17.435823
Miniopterus schreibersii,Not reported,Miniopteridae,Asia,China,Li 2021 bioRxiv https://doi.org/10.1101/2021.03.17.435823
Rhinolophus affinis,Not reported,Rhinolophidae,Asia,China,Li 2021 bioRxiv https://doi.org/10.1101/2021.03.17.435823
Rhinolophus blythi,Not reported,Rhinolophidae,Asia,China,Li 2021 bioRxiv https://doi.org/10.1101/2021.03.17.435823
Rhinolophus pusillus,Not reported,Rhinolophidae,Asia,China,Li 2021 bioRxiv https://doi.org/10.1101/2021.03.17.435823
Tadarida brasiliensis,50,Molossidae,America,USA,Li 2021 Journal of Virology https://doi.org/10.1128/JVI.01713-20
Corynorhinus townsendii,2,Vespertilionidae,America,USA,Li 2021 Journal of Virology https://doi.org/10.1128/JVI.01713-20
Myotis yumanensis,11,Vespertilionidae,America,USA,Li 2021 Journal of Virology https://doi.org/10.1128/JVI.01713-20
Hipposideros armiger,421,Hipposideridae,Asia,China,Liang 2017 Virologica Sinica https://doi.org/10.1007/s12250-017-3976-9
Miniopterus schreibersii,78,Miniopteridae,Asia,China,Liang 2017 Virologica Sinica https://doi.org/10.1007/s12250-017-3976-9
Cynopterus sphinx,1,Pteropodidae,Asia,China,Liang 2017 Virologica Sinica https://doi.org/10.1007/s12250-017-3976-9
Eonycteris spelaea,1,Pteropodidae,Asia,China,Liang 2017 Virologica Sinica https://doi.org/10.1007/s12250-017-3976-9
Rhinolophus pusillus,356,Rhinolophidae,Asia,China,Liang 2017 Virologica Sinica https://doi.org/10.1007/s12250-017-3976-9
Rhinolophus sinicus,2,Rhinolophidae,Asia,China,Liang 2017 Virologica Sinica https://doi.org/10.1007/s12250-017-3976-9
Myotis ricketti,42,Vespertilionidae,Asia,China,Liang 2017 Virologica Sinica https://doi.org/10.1007/s12250-017-3976-9
Pipistrellus abramus,12,Vespertilionidae,Asia,China,Liang 2017 Virologica Sinica https://doi.org/10.1007/s12250-017-3976-9
Pipistrellus minus,13,Vespertilionidae,Asia,China,Liang 2017 Virologica Sinica https://doi.org/10.1007/s12250-017-3976-9
Tylonycteris pachypus,78,Vespertilionidae,Asia,China,Liang 2017 Virologica Sinica https://doi.org/10.1007/s12250-017-3976-9
Cynopterus brachyotis,774,Pteropodidae,Asia,Singapore,Lim 2019 J Gen Virol https://doi.org/10.1099/jgv.0.001307
Eonycteris spelaea,7884,Pteropodidae,Asia,Singapore,Lim 2019 J Gen Virol https://doi.org/10.1099/jgv.0.001307
Molossus molossus,Not reported,Molossidae,America,Brazil,Lima 2013 Virus Genes https://doi.org/10.1007/s11262-013-0899-x
Tadarida brasiliensis,Not reported,Molossidae,America,Brazil,Lima 2013 Virus Genes https://doi.org/10.1007/s11262-013-0899-x
Aselliscus stoliczkanus,2,Hipposideridae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Hipposideros armiger,35,Hipposideridae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Miniopterus schreibersii,198,Miniopteridae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Rhinolophus affinis,3,Rhinolophidae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Rhinolophus ferrumequinum,183,Rhinolophidae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Rhinolophus luctus,3,Rhinolophidae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Rhinolophus macrotis,1,Rhinolophidae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Rhinolophus monoceros,119,Rhinolophidae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Rhinolophus pearsonii,58,Rhinolophidae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Rhinolophus pusillus,154,Rhinolophidae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Rhinolophus rex,23,Rhinolophidae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Rhinolophus sinicus,219,Rhinolophidae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Rhinolophus thomasi,1,Rhinolophidae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Barbastella beijingensis,2,Vespertilionidae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Hypsugo savii,1,Vespertilionidae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Murina leucogaster,42,Vespertilionidae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Myotis davidii,11,Vespertilionidae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Myotis ricketti,1,Vespertilionidae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Myotis siligorensis,4,Vespertilionidae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Plecotus auritus,4,Vespertilionidae,Asia,China,Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019
Miniopterus fuliginosus,Not reported,Miniopteridae,Asia,South Korea,Lo 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13653
Miniopterus schreibersii,Not reported,Miniopteridae,Asia,South Korea,Lo 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13653
Rhinolophus ferrumequinum,Not reported,Rhinolophidae,Asia,South Korea,Lo 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13653
Hypsugo alaschanicus,Not reported,Vespertilionidae,Asia,South Korea,Lo 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13653
Myotis bombinus,Not reported,Vespertilionidae,Asia,South Korea,Lo 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13653
Myotis macrodactylus,Not reported,Vespertilionidae,Asia,South Korea,Lo 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13653
Myotis petax,Not reported,Vespertilionidae,Asia,South Korea,Lo 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13653
Hipposideros armiger,107,Hipposideridae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Hipposideros larvatus,28,Hipposideridae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Hipposideros pomona,18,Hipposideridae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Hipposideros pratti,55,Hipposideridae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Miniopterus schreibersii,1,Miniopteridae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Chaerephon plicatus,6,Molossidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Cynopterus sphinx,39,Pteropodidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Rhinolophus luctus,3,Rhinolophidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Rhinolophus macrotis,3,Rhinolophidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Rhinolophus pearsonii,25,Rhinolophidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Rhinolophus pusillus,15,Rhinolophidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Rhinolophus rex,8,Rhinolophidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Rhinolophus sinicus,73,Rhinolophidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Ia io,53,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Myotis adversus,9,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Myotis altarium,2,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Myotis chinensis,21,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Myotis daubentonii,57,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Myotis longipes,17,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Myotis ricketti,47,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Nyctalus plancyi,1,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Pipistrellus abramus,75,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Pipistrellus minus,7,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Pipistrellus pipistrellus,42,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Scotomanes ornatus,3,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Scotophilus kuhlii,3,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Tylonycteris pachypus,70,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Vespertilio murinus,3,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Vespertilio superans,159,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18
Eonycteris spelaea,Not reported,Pteropodidae,Asia,China,Luo 2018 Virologica Sinica https://doi.org/10.1007/s12250-018-0017-2
Rousettus leschenaultii,Not reported,Pteropodidae,Asia,China,Luo 2018 Virologica Sinica https://doi.org/10.1007/s12250-018-0017-2
Coleura afra,23,Emballonuridae,Africa,Gabon,Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172
Taphozous mauritianus,8,Emballonuridae,Africa,Central African Republic,Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172
Hipposideros cf. ruber,387,Hipposideridae,Africa,Gabon,Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172
Hipposideros gigas,230,Hipposideridae,Africa,"Gabon, Central African Republic",Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172
Miniopterus inflatus,52,Miniopteridae,Africa,Gabon,Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172
Mops condylurus,160,Molossidae,Africa,Central African Republic,Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172
Eidolon helvum,361,Pteropodidae,Africa,"Gabon, Senegal, Central African Republic",Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172
Epomophorus gambianus,34,Pteropodidae,Africa,"Senegal, Central African Republic",Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172
Epomops franqueti,725,Pteropodidae,Africa,"Gabon, Republic of Congo, Central African Republic",Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172
Hypsignathus monstrosus,110,Pteropodidae,Africa,"Gabon, Republic of Congo, Central African Republic",Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172
Megaloglossus woermanni,55,Pteropodidae,Africa,"Gabon, Republic of Congo, Central African Republic",Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172
Micropteropus pusillus,705,Pteropodidae,Africa,"Gabon, Republic of Congo, Central African Republic",Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172
Myonycteris torquata,518,Pteropodidae,Africa,"Gabon, Republic of Congo, Central African Republic",Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172
Rousettus aegyptiacus,495,Pteropodidae,Africa,"Gabon, Republic of Congo, Central African Republic",Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172
Rhinolophus cf. alcyone,15,Rhinolophidae,Africa,Gabon,Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172
Neoromicia tenuipinnis,4,Vespertilionidae,Africa,Central African Republic,Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172
Coleura afra,112,Emballonuridae,Africa,Gabon,Maganga 2020 Scientific Reports https://doi.org/10.1038/s41598-020-64159-1
Hipposideros cf. ruber,262,Hipposideridae,Africa,Gabon,Maganga 2020 Scientific Reports https://doi.org/10.1038/s41598-020-64159-1
Hipposideros gigas,156,Hipposideridae,Africa,Gabon,Maganga 2020 Scientific Reports https://doi.org/10.1038/s41598-020-64159-1
Miniopterus inflatus,249,Miniopteridae,Africa,Gabon,Maganga 2020 Scientific Reports https://doi.org/10.1038/s41598-020-64159-1
Rousettus aegyptiacus,287,Pteropodidae,Africa,Gabon,Maganga 2020 Scientific Reports https://doi.org/10.1038/s41598-020-64159-1
Hipposideros ruber,2,Hipposideridae,Africa,Rwanda,Markotter 2019 TMID https://doi.org/10.3390/tropicalmed4030099
Otomops martiensseni,15,Molossidae,Africa,Rwanda,Markotter 2019 TMID https://doi.org/10.3390/tropicalmed4030099
Rousettus aegyptiacus,72,Pteropodidae,Africa,Rwanda,Markotter 2019 TMID https://doi.org/10.3390/tropicalmed4030099
Rhinolophus clivosus,2,Rhinolophidae,Africa,Rwanda,Markotter 2019 TMID https://doi.org/10.3390/tropicalmed4030099
Taphozous perforatus,297,Emballonuridae,Asia,Saudi Arabia,Memish 2013 EID https://dx.doi.org/10.3201%2Feid1911.131172
Eidolon helvum,82,Pteropodidae,Asia,Saudi Arabia,Memish 2013 EID https://dx.doi.org/10.3201%2Feid1911.131172
Rousettus aegyptiacus,9,Pteropodidae,Asia,Saudi Arabia,Memish 2013 EID https://dx.doi.org/10.3201%2Feid1911.131172
Rhinopoma hardwickii,299,Rhinopomatidae,Asia,Saudi Arabia,Memish 2013 EID https://dx.doi.org/10.3201%2Feid1911.131172
Rhinopoma microphyllum,2,Rhinopomatidae,Asia,Saudi Arabia,Memish 2013 EID https://dx.doi.org/10.3201%2Feid1911.131172
Eptesicus bottae,35,Vespertilionidae,Asia,Saudi Arabia,Memish 2013 EID https://dx.doi.org/10.3201%2Feid1911.131172
Pipistrellus kuhlii,279,Vespertilionidae,Asia,Saudi Arabia,Memish 2013 EID https://dx.doi.org/10.3201%2Feid1911.131172
Cynopterus brachyotis,144,Pteropodidae,Asia,Singapore,Mendenhall 2016 TED https://doi.org/10.1111/tbed.12568
Eonycteris spelaea,169,Pteropodidae,Asia,Singapore,Mendenhall 2016 TED https://doi.org/10.1111/tbed.12568
Macroglossus minimus,2,Pteropodidae,Asia,Singapore,Mendenhall 2016 TED https://doi.org/10.1111/tbed.12568
Penthetor lucasi,79,Pteropodidae,Asia,Singapore,Mendenhall 2016 TED https://doi.org/10.1111/tbed.12568
Rhinolophus lepidus,36,Rhinolophidae,Asia,Singapore,Mendenhall 2016 TED https://doi.org/10.1111/tbed.12568
Eonycteris spelaea,Not reported,Pteropodidae,Asia,Singapore,Mendenhall 2019 Viruses https://doi.org/10.3390/v11030250
Taphozous perforatus,17,Emballonuridae,Asia,Saudi Arabia,Mishra 2019 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0214227
Eidolon helvum,24,Pteropodidae,Asia,Saudi Arabia,Mishra 2019 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0214227
Rousettus aegyptiacus,2,Pteropodidae,Asia,Saudi Arabia,Mishra 2019 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0214227
Rhinopoma hardwickii,29,Rhinopomatidae,Asia,Saudi Arabia,Mishra 2019 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0214227
Myotis lucifugus,31,Vespertilionidae,America,Canada,Misra 2009 J Gen Virol https://doi.org/10.1099/vir.0.010694-0
Miniopterus schreibersii,5,Miniopteridae,Europe,France,Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364
Rhinolophus euryale,3,Rhinolophidae,Europe,France,Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364
Rhinolophus ferrumequinum,2,Rhinolophidae,Europe,France,Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364
Rhinolophus hipposideros,8,Rhinolophidae,Europe,France,Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364
Barbastella barbastellus,4,Vespertilionidae,Europe,France,Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364
Eptesicus nilssonii,1,Vespertilionidae,Europe,France,Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364
Eptesicus serotinus,26,Vespertilionidae,Europe,France,Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364
Myotis bechsteinii,3,Vespertilionidae,Europe,France,Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364
Myotis blythii,1,Vespertilionidae,Europe,France,Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364
Myotis daubentonii,2,Vespertilionidae,Europe,France,Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364
Myotis emarginatus,13,Vespertilionidae,Europe,France,Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364
Myotis myotis,1,Vespertilionidae,Europe,France,Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364
